"virus","animal","cors","corsCI1","corsCI2","pval","commonName"
"Human astrovirus","Accipiter.gularis",NA,NA,NA,NA,"Japanese sparrowhawk"
"Human herpesvirus 1","Accipiter.gularis",0.0600282099889214,-0.177448738541968,0.290899079797779,0.621564301881701,"Japanese sparrowhawk"
"Human herpesvirus 4","Accipiter.gularis",-0.0953791790222113,-0.323111740153947,0.142795113798475,0.432205057218955,"Japanese sparrowhawk"
"Human orthopneumovirus B","Accipiter.gularis",NA,NA,NA,NA,"Japanese sparrowhawk"
"Human papillomavirus 1","Accipiter.gularis",NA,NA,NA,NA,"Japanese sparrowhawk"
"Human papillomavirus type 41","Accipiter.gularis",-0.093522714272622,-0.321433112064607,0.144629601948499,0.44125938394168,"Japanese sparrowhawk"
"Influenza A virus H3N2","Accipiter.gularis",NA,NA,NA,NA,"Japanese sparrowhawk"
"Influenza A virus H5N1","Accipiter.gularis",0.168533492943756,-0.0691801305638352,0.388136907789305,0.163117822739345,"Japanese sparrowhawk"
"Influenza A virus H7N9, segment 1","Accipiter.gularis",0.169124660909381,-0.0685745048422118,0.388653625682515,0.161625462444724,"Japanese sparrowhawk"
"Influenza A virus H7N9, segment 2","Accipiter.gularis",0.102471688395437,-0.135771463654916,0.329511667267985,0.398597953597103,"Japanese sparrowhawk"
"Influenza A virus H7N9, segment 3","Accipiter.gularis",0.168533492943756,-0.0691801305638353,0.388136907789305,0.163117822739345,"Japanese sparrowhawk"
"Influenza A virus H7N9, segment 5","Accipiter.gularis",0.0624713999343522,-0.175072538856655,0.293142339446932,0.607416707266055,"Japanese sparrowhawk"
"Influenza A virus H9N2 (HA)","Accipiter.gularis",0.168533492943756,-0.0691801305638353,0.388136907789305,0.163117822739345,"Japanese sparrowhawk"
"Influenza A virus H9N2 segment 5","Accipiter.gularis",0.245528411532596,0.0112005828311213,0.454292998852103,0.0404889429813174,"Japanese sparrowhawk"
"Parvovirus NIH-CQV","Accipiter.gularis",NA,NA,NA,NA,"Japanese sparrowhawk"
"Bamboo rat circovirus","Accipiter.gularis",0.1478873022908,-0.0902219010411297,0.370003812046962,0.221795957424593,"Japanese sparrowhawk"
"Bamboo rat coronavirus","Accipiter.gularis",-0.0487750587137285,-0.280533917148439,0.188357706461805,0.688440419368399,"Japanese sparrowhawk"
"Betacoronavirus HKU24","Accipiter.gularis",-0.0670119306551685,-0.29730457578798,0.170649143144861,0.581505415999246,"Japanese sparrowhawk"
"Cadicivirus B","Accipiter.gularis",-0.0325636168390481,-0.265506091036037,0.203971110999031,0.788997889422636,"Japanese sparrowhawk"
"Canine coronavirus HeB-G1","Accipiter.gularis",0.0476677367301407,-0.189428007393948,0.279511044684648,0.695162538144298,"Japanese sparrowhawk"
"Canine coronavirus SD-F3","Accipiter.gularis",0.0301958839208027,-0.206241472198125,0.263301714550312,0.804022565010592,"Japanese sparrowhawk"
"Canine kobuvirus JX-MO1","Accipiter.gularis",0.177906551615961,-0.0595571630273528,0.396313321864589,0.140628523632901,"Japanese sparrowhawk"
"Canine kobuvirus SMCD-59","Accipiter.gularis",0.187651527144349,-0.0495053452978735,0.404777595570321,0.119805506711774,"Japanese sparrowhawk"
"Canine parvovirus","Accipiter.gularis",0.348873178365445,0.124069929865761,0.539611902526244,0.00307710143335525,"Japanese sparrowhawk"
"Civet astrovirus","Accipiter.gularis",-0.128745074998423,-0.353039048326857,0.109542808099544,0.288148669403694,"Japanese sparrowhawk"
"Civet kobuvirus","Accipiter.gularis",0.165621381527916,-0.0721609060668746,0.385589522891556,0.170617740695779,"Japanese sparrowhawk"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Accipiter.gularis",-0.121836330067629,-0.346879749079239,0.116472098208726,0.315016826446872,"Japanese sparrowhawk"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Accipiter.gularis",-0.0830162779514384,-0.311906051606557,0.154980904881497,0.494456037337173,"Japanese sparrowhawk"
"European hedgehog papillomavirus","Accipiter.gularis",-0.071772424195694,-0.301659069677766,0.166001149615922,0.554894901694947,"Japanese sparrowhawk"
"Hedgehog bocavirus","Accipiter.gularis",0.0509321012126063,-0.186271161683801,0.282524943281155,0.675415116538865,"Japanese sparrowhawk"
"Hedgehog chapparvovirus 6","Accipiter.gularis",0.103437017064972,-0.13481365201762,0.330381121643019,0.394145991413168,"Japanese sparrowhawk"
"Hedgehog dicipivirus 2","Accipiter.gularis",-0.0254133381094644,-0.258841693268305,0.210819587296992,0.834582116412422,"Japanese sparrowhawk"
"Lucheng Rn rat coronavirus","Accipiter.gularis",-0.0946237777643299,-0.322428874057113,0.143541770226349,0.435876529937644,"Japanese sparrowhawk"
"Lupine bocavirus isolate South Douro","Accipiter.gularis",0.0191229372519279,-0.216825366100207,0.252960308719504,0.875144364526123,"Japanese sparrowhawk"
"Marmot kobuvirus","Accipiter.gularis",-0.0734650018278393,-0.303204987741543,0.164346021160632,0.54557596729055,"Japanese sparrowhawk"
"Myocastor coypus polyomavirus 1","Accipiter.gularis",-0.0582173983332782,-0.28923481036763,0.179208114393845,0.632139384560638,"Japanese sparrowhawk"
"Raccoon dog amdovirus","Accipiter.gularis",0.365804010700768,0.143132896971703,0.553225817304737,0.00184491937732728,"Japanese sparrowhawk"
"Rodent papillomavirus","Accipiter.gularis",0.0710733703826887,-0.166684345812249,0.301020235019989,0.558765798698067,"Japanese sparrowhawk"
"Skunk adenovirus PB1","Accipiter.gularis",0.315510209698038,0.0869849666559191,0.512489918559704,0.00780143994527533,"Japanese sparrowhawk"
"SARS-CoV-2","Accipiter.gularis",-0.0312065738565465,-0.264242972055904,0.205272657640058,0.797600129595809,"Japanese sparrowhawk"
"Human adenovirus type 1","Uranoscopus.tosae",NA,NA,NA,NA,"Stargazer fish"
"Human astrovirus","Uranoscopus.tosae",NA,NA,NA,NA,"Stargazer fish"
"Human herpesvirus 1","Uranoscopus.tosae",-0.0266690655826324,-0.260013701613994,0.20961853853702,0.826532610391214,"Stargazer fish"
"Human herpesvirus 4","Uranoscopus.tosae",-0.0811023743937387,-0.310165585669037,0.156860938504909,0.504494867574002,"Stargazer fish"
"Human orthopneumovirus B","Uranoscopus.tosae",NA,NA,NA,NA,"Stargazer fish"
"Human papillomavirus 1","Uranoscopus.tosae",NA,NA,NA,NA,"Stargazer fish"
"Human papillomavirus type 41","Uranoscopus.tosae",0.314420497479926,0.0857842736019062,0.511597373290699,0.00802874296582991,"Stargazer fish"
"Influenza A virus H3N2","Uranoscopus.tosae",NA,NA,NA,NA,"Stargazer fish"
"Influenza A virus H5N1","Uranoscopus.tosae",-0.0569812693352823,-0.288097914031809,0.180408259813821,0.639400997693784,"Stargazer fish"
"Influenza A virus H7N9, segment 1","Uranoscopus.tosae",-0.0328143065816227,-0.265739342501461,0.20373058168889,0.787411492741844,"Stargazer fish"
"Influenza A virus H7N9, segment 2","Uranoscopus.tosae",-0.0796893960827998,-0.308879665206348,0.158247805920495,0.511973088670407,"Stargazer fish"
"Influenza A virus H7N9, segment 3","Uranoscopus.tosae",-0.0569812693352823,-0.288097914031809,0.180408259813821,0.639400997693784,"Stargazer fish"
"Influenza A virus H7N9, segment 5","Uranoscopus.tosae",-0.0810338051327648,-0.310103201638716,0.156928262325253,0.50485646717929,"Stargazer fish"
"Influenza A virus H9N2 (HA)","Uranoscopus.tosae",-0.0569812693352823,-0.288097914031809,0.180408259813821,0.639400997693784,"Stargazer fish"
"Influenza A virus H9N2 segment 5","Uranoscopus.tosae",-0.0569812693352823,-0.288097914031809,0.180408259813821,0.639400997693784,"Stargazer fish"
"Parvovirus NIH-CQV","Uranoscopus.tosae",NA,NA,NA,NA,"Stargazer fish"
"Bamboo rat circovirus","Uranoscopus.tosae",-0.127687569983507,-0.352097517637529,0.110604961298178,0.292160264865279,"Stargazer fish"
"Bamboo rat coronavirus","Uranoscopus.tosae",-0.136731345210283,-0.360134841579229,0.101503823167454,0.259029060122504,"Stargazer fish"
"Betacoronavirus HKU24","Uranoscopus.tosae",-0.0569812693352823,-0.288097914031809,0.180408259813821,0.639400997693784,"Stargazer fish"
"Cadicivirus B","Uranoscopus.tosae",-0.175475614116093,-0.394196060729422,0.062057161513697,0.146223699324575,"Stargazer fish"
"Canine coronavirus HeB-G1","Uranoscopus.tosae",-0.0943194446252571,-0.322153696583436,0.14384250367967,0.437360632649692,"Stargazer fish"
"Canine coronavirus SD-F3","Uranoscopus.tosae",-0.0758986003655965,-0.305425600973595,0.161963918107667,0.532311640113295,"Stargazer fish"
"Canine kobuvirus JX-MO1","Uranoscopus.tosae",-0.145461878013896,-0.3678624485655,0.0926799213517192,0.229553053192609,"Stargazer fish"
"Canine kobuvirus SMCD-59","Uranoscopus.tosae",-0.183438716370471,-0.401122999836131,0.0538567089527276,0.128497249109177,"Stargazer fish"
"Canine parvovirus","Uranoscopus.tosae",-0.15814139945716,-0.379030963820366,0.0797978397635312,0.191033626842607,"Stargazer fish"
"Civet astrovirus","Uranoscopus.tosae",0.0124125891593023,-0.223212462009216,0.24666717247301,0.918768455685342,"Stargazer fish"
"Civet kobuvirus","Uranoscopus.tosae",-0.0873971381825426,-0.315884145029375,0.150671073239426,0.47187652430676,"Stargazer fish"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Uranoscopus.tosae",0.149792267380975,-0.0882892984590567,0.37168401831687,0.215833534919422,"Stargazer fish"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Uranoscopus.tosae",0.108991020652876,-0.129294233901897,0.335376042275488,0.369108374423038,"Stargazer fish"
"European hedgehog papillomavirus","Uranoscopus.tosae",-0.135338810980297,-0.358899434163838,0.102907792160528,0.263957430866937,"Stargazer fish"
"Hedgehog bocavirus","Uranoscopus.tosae",-0.138973665944798,-0.36212250437543,0.0992410936008411,0.251224904096513,"Stargazer fish"
"Hedgehog chapparvovirus 6","Uranoscopus.tosae",-0.194607254414624,-0.410796517051454,0.0423010969768613,0.106449400568874,"Stargazer fish"
"Hedgehog dicipivirus 2","Uranoscopus.tosae",-0.180298287943315,-0.398394175503024,0.0570945687562916,0.135282192933118,"Stargazer fish"
"Lucheng Rn rat coronavirus","Uranoscopus.tosae",0.098978667851459,-0.139233566749579,0.326362344814931,0.414952858675137,"Stargazer fish"
"Lupine bocavirus isolate South Douro","Uranoscopus.tosae",-0.203178161962494,-0.418187259036385,0.0333899489523777,0.0916133870968349,"Stargazer fish"
"Marmot kobuvirus","Uranoscopus.tosae",-0.171402326289253,-0.390643158071771,0.0662394973562318,0.155969833888553,"Stargazer fish"
"Myocastor coypus polyomavirus 1","Uranoscopus.tosae",0.131394362406788,-0.106879484439994,0.355395801083526,0.278258869896446,"Stargazer fish"
"Raccoon dog amdovirus","Uranoscopus.tosae",-0.13449212811248,-0.358147903773205,0.103760963741247,0.266984671024744,"Stargazer fish"
"Rodent papillomavirus","Uranoscopus.tosae",-0.0636106098214504,-0.294187458380104,0.173963618356434,0.600868380334172,"Stargazer fish"
"Skunk adenovirus PB1","Uranoscopus.tosae",-0.0605364077257265,-0.291365900048578,0.176954703140322,0.618610001225099,"Stargazer fish"
"SARS-CoV-2","Uranoscopus.tosae",-0.13516003384332,-0.358740772615596,0.103087968589366,0.264594697019801,"Stargazer fish"
"Human adenovirus type 1","Erinaceus.amurensis",NA,NA,NA,NA,"Amur hedgehog"
"Human astrovirus","Erinaceus.amurensis",NA,NA,NA,NA,"Amur hedgehog"
"Human herpesvirus 1","Erinaceus.amurensis",-0.00244003750395021,-0.237278016905925,0.23266738294318,0.984005673246137,"Amur hedgehog"
"Human herpesvirus 4","Erinaceus.amurensis",0.103796024290413,-0.13445732676946,0.330704374843745,0.392497835623278,"Amur hedgehog"
"Human orthopneumovirus B","Erinaceus.amurensis",NA,NA,NA,NA,"Amur hedgehog"
"Human papillomavirus 1","Erinaceus.amurensis",NA,NA,NA,NA,"Amur hedgehog"
"Human papillomavirus type 41","Erinaceus.amurensis",0.0070317546399807,-0.228319514719298,0.241606574676694,0.953929232481909,"Amur hedgehog"
"Influenza A virus H3N2","Erinaceus.amurensis",NA,NA,NA,NA,"Amur hedgehog"
"Influenza A virus H5N1","Erinaceus.amurensis",-0.0914432596439065,-0.319551152649056,0.146682498126887,0.451526231931834,"Amur hedgehog"
"Influenza A virus H7N9, segment 1","Erinaceus.amurensis",-0.158790066737164,-0.379600605025279,0.0791366658497154,0.189196516963605,"Amur hedgehog"
"Influenza A virus H7N9, segment 2","Erinaceus.amurensis",-0.127885149310872,-0.352273463368039,0.110406554866417,0.291407984200756,"Amur hedgehog"
"Influenza A virus H7N9, segment 3","Erinaceus.amurensis",-0.0914432596439065,-0.319551152649056,0.146682498126887,0.451526231931834,"Amur hedgehog"
"Influenza A virus H7N9, segment 5","Erinaceus.amurensis",-0.130042650315284,-0.35419370096656,0.108238785443687,0.28327622895558,"Amur hedgehog"
"Influenza A virus H9N2 (HA)","Erinaceus.amurensis",-0.0914432596439065,-0.319551152649056,0.146682498126887,0.451526231931834,"Amur hedgehog"
"Influenza A virus H9N2 segment 5","Erinaceus.amurensis",-0.0914432596439065,-0.319551152649056,0.146682498126887,0.451526231931833,"Amur hedgehog"
"Parvovirus NIH-CQV","Erinaceus.amurensis",NA,NA,NA,NA,"Amur hedgehog"
"Bamboo rat circovirus","Erinaceus.amurensis",0.0940381169957427,-0.144120464613679,0.321899286400701,0.43873507312096,"Amur hedgehog"
"Bamboo rat coronavirus","Erinaceus.amurensis",0.0780538543139454,-0.159851952559275,0.307390147616303,0.520699292771732,"Amur hedgehog"
"Betacoronavirus HKU24","Erinaceus.amurensis",0.120105703907522,-0.11820424489439,0.345333811350499,0.32199145501124,"Amur hedgehog"
"Cadicivirus B","Erinaceus.amurensis",0.47459919741808,0.269701925051047,0.638381844759411,3.31217566115388e-05,"Amur hedgehog"
"Canine coronavirus HeB-G1","Erinaceus.amurensis",0.0756404382879605,-0.162216748928455,0.30519015121021,0.533711145363147,"Amur hedgehog"
"Canine coronavirus SD-F3","Erinaceus.amurensis",0.0547262343369607,-0.182595831567536,0.286022226582779,0.652735186828824,"Amur hedgehog"
"Canine kobuvirus JX-MO1","Erinaceus.amurensis",-0.0235612551598938,-0.257111832988057,0.212589723353567,0.846485162736588,"Amur hedgehog"
"Canine kobuvirus SMCD-59","Erinaceus.amurensis",-0.113185194865759,-0.339139601971739,0.125116369263704,0.350857729080233,"Amur hedgehog"
"Canine parvovirus","Erinaceus.amurensis",0.0636645065881526,-0.173911139668951,0.294236889984462,0.600559348614276,"Amur hedgehog"
"Civet astrovirus","Erinaceus.amurensis",-0.106522744942595,-0.333157800940139,0.13174896352924,0.380113693672081,"Amur hedgehog"
"Civet kobuvirus","Erinaceus.amurensis",-0.0454711244060279,-0.27748039761627,0.191549514363346,0.708566439708872,"Amur hedgehog"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Erinaceus.amurensis",0.154845536546569,-0.0831540173031273,0.376134042036843,0.200566395233572,"Amur hedgehog"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Erinaceus.amurensis",0.195562370197665,-0.0413099284676203,0.411621527880766,0.104709326693405,"Amur hedgehog"
"European hedgehog papillomavirus","Erinaceus.amurensis",0.51920857957327,0.323729759503071,0.672176690119068,4.11909346741217e-06,"Amur hedgehog"
"Hedgehog bocavirus","Erinaceus.amurensis",0.578341198718607,0.397367495362747,0.716012578376649,1.57697012832839e-07,"Amur hedgehog"
"Hedgehog chapparvovirus 6","Erinaceus.amurensis",0.484476217162043,0.281554127344284,0.645919229628038,2.14007672562164e-05,"Amur hedgehog"
"Hedgehog dicipivirus 2","Erinaceus.amurensis",0.553951818351162,0.366710393420284,0.698062971370662,6.53757624458967e-07,"Amur hedgehog"
"Lucheng Rn rat coronavirus","Erinaceus.amurensis",0.0946817430867837,-0.143484485536871,0.322481281832014,0.435594180073032,"Amur hedgehog"
"Lupine bocavirus isolate South Douro","Erinaceus.amurensis",0.0306861387678869,-0.205771587704982,0.263758345278533,0.800905593643377,"Amur hedgehog"
"Marmot kobuvirus","Erinaceus.amurensis",0.28500829091467,0.0536255477437381,0.487345037492352,0.0167822930432778,"Amur hedgehog"
"Myocastor coypus polyomavirus 1","Erinaceus.amurensis",0.0628178881586935,-0.174735326849082,0.293460268459246,0.605421753059948,"Amur hedgehog"
"Raccoon dog amdovirus","Erinaceus.amurensis",-0.0474200360255938,-0.279282162737656,0.189667349641866,0.696669466816721,"Amur hedgehog"
"Rodent papillomavirus","Erinaceus.amurensis",-0.0212361863758962,-0.254938079235052,0.214809725536428,0.861476328007902,"Amur hedgehog"
"Skunk adenovirus PB1","Erinaceus.amurensis",0.392003957275382,0.172961553379637,0.574097435665758,0.000790529680022399,"Amur hedgehog"
"SARS-CoV-2","Erinaceus.amurensis",0.282286432293919,0.0506735886605441,0.485084790363207,0.0179027713041049,"Amur hedgehog"
"Human adenovirus type 1","Columba.janthina",NA,NA,NA,NA,"Japanese wood-pigeon"
"Human astrovirus","Columba.janthina",NA,NA,NA,NA,"Japanese wood-pigeon"
"Human herpesvirus 1","Columba.janthina",-0.0300301166835878,-0.263147292822323,0.206400327051988,0.805077182036958,"Japanese wood-pigeon"
"Human herpesvirus 4","Columba.janthina",-0.0206277737238163,-0.254368871771891,0.215390242499781,0.865407435549314,"Japanese wood-pigeon"
"Human orthopneumovirus B","Columba.janthina",NA,NA,NA,NA,"Japanese wood-pigeon"
"Human papillomavirus 1","Columba.janthina",NA,NA,NA,NA,"Japanese wood-pigeon"
"Human papillomavirus type 41","Columba.janthina",-0.037309189418721,-0.269916932933092,0.199413024472699,0.759119415809644,"Japanese wood-pigeon"
"Influenza A virus H3N2","Columba.janthina",NA,NA,NA,NA,"Japanese wood-pigeon"
"Influenza A virus H5N1","Columba.janthina",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Japanese wood-pigeon"
"Influenza A virus H7N9, segment 1","Columba.janthina",-0.0251664838282558,-0.258611215850788,0.211055608832752,0.836166532674928,"Japanese wood-pigeon"
"Influenza A virus H7N9, segment 2","Columba.janthina",-0.0202683934085964,-0.254032573282703,0.215733066894714,0.867731019400472,"Japanese wood-pigeon"
"Influenza A virus H7N9, segment 3","Columba.janthina",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Japanese wood-pigeon"
"Influenza A virus H7N9, segment 5","Columba.janthina",-0.0206103336524208,-0.254352553124366,0.215406880485764,0.865520168741156,"Japanese wood-pigeon"
"Influenza A virus H9N2 (HA)","Columba.janthina",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Japanese wood-pigeon"
"Influenza A virus H9N2 segment 5","Columba.janthina",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Japanese wood-pigeon"
"Parvovirus NIH-CQV","Columba.janthina",NA,NA,NA,NA,"Japanese wood-pigeon"
"Bamboo rat circovirus","Columba.janthina",-0.0324763648494007,-0.265424902001045,0.204054819974711,0.7895502322385,"Japanese wood-pigeon"
"Bamboo rat coronavirus","Columba.janthina",-0.0697210695097951,-0.299783840412712,0.168005322897221,0.566290139982342,"Japanese wood-pigeon"
"Betacoronavirus HKU24","Columba.janthina",-0.0144927536231884,-0.248620119214176,0.221234665131239,0.905213548125523,"Japanese wood-pigeon"
"Cadicivirus B","Columba.janthina",-0.0446308913776257,-0.276703099955178,0.192360433398196,0.713717300371961,"Japanese wood-pigeon"
"Canine coronavirus HeB-G1","Columba.janthina",-0.0466186004194482,-0.278541434638306,0.190441548445139,0.701553133401562,"Japanese wood-pigeon"
"Canine coronavirus SD-F3","Columba.janthina",-0.0388618593733928,-0.271357968321632,0.197919469348773,0.749417196496098,"Japanese wood-pigeon"
"Canine kobuvirus JX-MO1","Columba.janthina",-0.111864243146636,-0.337955051699385,0.126433096626155,0.356544429049204,"Japanese wood-pigeon"
"Canine kobuvirus SMCD-59","Columba.janthina",-0.117790783082292,-0.343264020755425,0.120518934416665,0.331473682820045,"Japanese wood-pigeon"
"Canine parvovirus","Columba.janthina",0.00824936006741122,-0.227164994889404,0.242752833208759,0.945962760509967,"Japanese wood-pigeon"
"Civet astrovirus","Columba.janthina",-0.0278438575625063,-0.261109548288571,0.208494255113752,0.819018006282742,"Japanese wood-pigeon"
"Civet kobuvirus","Columba.janthina",-0.051254745792049,-0.28282258412288,0.1859588778972,0.673474857296104,"Japanese wood-pigeon"
"Erinaceus hedgehog coronavirus HKU31 isolate HeB-MO1","Columba.janthina",-0.026349694700035,-0.259715688310896,0.209924070534663,0.828578197560097,"Japanese wood-pigeon"
"Erinaceus hedgehog coronavirus HKU31 isolate HeN-F3","Columba.janthina",-0.0302858211924189,-0.263385491299937,0.206155280035251,0.803450526694133,"Japanese wood-pigeon"
